,month,province,quarter_x,year,totalcases,numdeaths,population,quarter_y,numtotal_atleast1dose,numtotal_fully,quarter,vaccination_score_atleast1dose,vaccination_score_fully,new_cases,new_deaths,new_vaccination,death_score,new_death_score,case_score,new_case_score,new_death_by_case
385,1,Saskatchewan,1,2022,116511,989,1185311.0,1.0,947640.0,886024.0,1.0,0.7994863795240237,0.7475033978424228,33425.0,44.0,22289.0,0.0008343801753295126,3.7121059367541515e-05,0.09829572154480976,0.02819935021272898,0.0013163799551234106
386,2,Saskatchewan,1,2022,128263,1137,,,952107.0,897725.0,1.0,,,11752.0,148.0,4467.0,,,,,0.01259360108917631
387,3,Saskatchewan,1,2022,132172,1232,,,953659.0,902005.0,1.0,,,3909.0,95.0,1552.0,,,,,0.02430289076490151
388,4,Saskatchewan,2,2022,136667,1324,1188338.0,2.0,954862.0,904384.0,2.0,0.8035272792757616,0.7610494657243982,4495.0,92.0,1203.0,0.0011141611225089158,7.741905080877663e-05,0.11500684148785952,0.003782593841146206,0.020467185761957732
389,5,Saskatchewan,2,2022,138558,1386,,,956011.0,906170.0,2.0,,,1891.0,62.0,1149.0,,,,,0.03278688524590164
390,6,Saskatchewan,2,2022,139661,1427,,,956978.0,907599.0,2.0,,,1103.0,41.0,967.0,,,,,0.0371713508612874
391,7,Saskatchewan,3,2022,141051,1459,1194803.0,3.0,957815.0,908652.0,3.0,0.8016509834675675,0.7605036144033787,1390.0,32.0,837.0,0.001221121808365061,2.6782657894230263e-05,0.11805377120747103,0.001163371702280627,0.02302158273381295
392,8,Saskatchewan,3,2022,142781,1503,,,961405.0,909178.0,3.0,,,1730.0,44.0,3590.0,,,,,0.025433526011560695
393,9,Saskatchewan,3,2022,144704,1550,,,964698.0,910408.0,3.0,,,1923.0,47.0,3293.0,,,,,0.024440977639105563
394,10,Saskatchewan,4,2022,147688,1640,,,966450.0,912116.0,4.0,,,2984.0,90.0,1752.0,,,,,0.030160857908847184
395,11,Saskatchewan,4,2022,148288,1662,,,968768.0,914297.0,4.0,,,600.0,22.0,2318.0,,,,,0.03666666666666667
396,2,Yukon,1,2020,0,0,,,,,,,,,,,,,,,
397,3,Yukon,1,2020,4,0,,,,,,,,4.0,0.0,,,,,,0.0
398,4,Yukon,2,2020,11,0,42015.0,2.0,,,,,,7.0,0.0,,0.0,0.0,0.000261811257884089,0.00016660716410805664,0.0
399,5,Yukon,2,2020,11,0,,,,,,,,0.0,0.0,,,,,,
400,6,Yukon,2,2020,11,0,,,,,,,,0.0,0.0,,,,,,
401,7,Yukon,3,2020,14,0,42163.0,3.0,,,,,,3.0,0.0,,0.0,0.0,0.00033204468372743874,7.11524322273083e-05,0.0
402,8,Yukon,3,2020,15,0,,,,,,,,1.0,0.0,,,,,,0.0
403,9,Yukon,3,2020,15,0,,,,,,,,0.0,0.0,,,,,,
404,10,Yukon,4,2020,23,1,42327.0,4.0,,,,,,8.0,1.0,,2.362558177995133e-05,2.362558177995133e-05,0.0005433883809388806,0.00018900465423961064,0.125
405,11,Yukon,4,2020,44,1,,,,,,,,21.0,0.0,,,,,,0.0
406,12,Yukon,4,2020,60,1,,,0.0,0.0,4.0,,,16.0,0.0,,,,,,0.0
407,1,Yukon,1,2021,70,1,42401.0,1.0,7355.0,0.0,1.0,0.1734628900261786,0.0,10.0,0.0,7355.0,2.358434942572109e-05,0.0,0.0016509044598004765,0.0002358434942572109,0.0
408,2,Yukon,1,2021,72,1,,,10959.0,4802.0,1.0,,,2.0,0.0,3604.0,,,,,0.0
409,3,Yukon,1,2021,73,1,,,23028.0,10760.0,1.0,,,1.0,0.0,12069.0,,,,,0.0
410,4,Yukon,2,2021,80,1,42719.0,2.0,24817.0,21527.0,2.0,0.5809358833306023,0.5039209719328636,7.0,0.0,1789.0,2.3408787658887146e-05,0.0,0.0018727030127109717,0.00016386151361221004,0.0
411,5,Yukon,2,2021,84,2,,,27042.0,24149.0,2.0,,,4.0,1.0,2225.0,,,,,0.25
412,6,Yukon,2,2021,264,4,,,30432.0,26660.0,2.0,,,180.0,2.0,3390.0,,,,,0.011111111111111112
413,7,Yukon,3,2021,596,7,43250.0,3.0,31869.0,29571.0,3.0,0.7368554913294798,0.6837225433526012,332.0,3.0,1437.0,0.00016184971098265897,6.936416184971098e-05,0.01378034682080925,0.007676300578034682,0.009036144578313253
414,8,Yukon,3,2021,684,8,,,32419.0,30628.0,3.0,,,88.0,1.0,550.0,,,,,0.011363636363636364
415,9,Yukon,3,2021,747,9,,,32699.0,31159.0,3.0,,,63.0,1.0,280.0,,,,,0.015873015873015872
416,10,Yukon,4,2021,923,10,43373.0,4.0,33328.0,31797.0,4.0,0.7684043068268277,0.733105849261061,176.0,1.0,629.0,0.00023055818135706544,2.3055818135706546e-05,0.02128052013925714,0.004057823991884352,0.005681818181818182
417,11,Yukon,4,2021,1486,13,,,33892.0,32312.0,4.0,,,563.0,3.0,564.0,,,,,0.0053285968028419185
418,12,Yukon,4,2021,1668,14,,,35825.0,32811.0,4.0,,,182.0,1.0,1933.0,,,,,0.005494505494505495
419,1,Yukon,1,2022,3076,16,43241.0,1.0,36341.0,33356.0,1.0,0.840429222265905,0.7713975162461553,1408.0,2.0,516.0,0.00037001919474572743,4.625239934321593e-05,0.0711361901898661,0.032561689137624014,0.0014204545454545455
420,2,Yukon,1,2022,3438,21,,,36501.0,34612.0,1.0,,,362.0,5.0,160.0,,,,,0.013812154696132596
421,3,Yukon,1,2022,3737,24,,,36538.0,34996.0,1.0,,,299.0,3.0,37.0,,,,,0.010033444816053512
422,4,Yukon,2,2022,4203,25,43518.0,2.0,36571.0,35176.0,2.0,0.8403649064754815,0.8083092053862769,466.0,1.0,33.0,0.0005744749299140586,2.2978997196562344e-05,0.09658072521715153,0.010708212693598052,0.002145922746781116
423,5,Yukon,2,2022,4381,26,,,36640.0,35308.0,2.0,,,178.0,1.0,69.0,,,,,0.0056179775280898875
424,6,Yukon,2,2022,4456,26,,,36658.0,35388.0,2.0,,,75.0,0.0,18.0,,,,,0.0
425,7,Yukon,3,2022,4682,26,43789.0,3.0,36677.0,35451.0,3.0,0.8375847815661468,0.8095868825504122,226.0,0.0,19.0,0.0005937564228459203,0.0,0.10692182968325378,0.005161113521660691,0.0
426,8,Yukon,3,2022,4817,30,,,36651.0,35440.0,3.0,,,135.0,4.0,-26.0,,,,,0.02962962962962963
427,9,Yukon,3,2022,4891,31,,,36851.0,35517.0,3.0,,,74.0,1.0,200.0,,,,,0.013513513513513514
428,10,Yukon,4,2022,4954,32,,,36884.0,35567.0,4.0,,,63.0,1.0,33.0,,,,,0.015873015873015872
429,11,Yukon,4,2022,4974,32,,,37018.0,35664.0,4.0,,,20.0,0.0,134.0,,,,,0.0
